"order_id","order_item_id","product_id","seller_id","shipping_limit_date","price","freight_value"
"00e7ee1b050b8499577073aeb2a297a1",1,a9516a079e37a9c9c36b9b78b10169e8,"7c67e1448b00f6e969d365cea6b010ab",2017-05-22 15:22:12,124.99,21.88
